"Número de cliente","Razón social","Tipo de documento","Número de documento","Telefono","Correo","Localidad","Partido","Provincia","Importancia","Rubro","Zona","Responsable 1","Responsable 2"
"11846","SALTA REFRESCOS S.A.","CUIT","30518408689","03863-15500776/(03863)46-4300","","FAMAILLA","FAMAILLA","TUCUMAN","","","","",""
"10175","SALVADOR PALAO S.A.","CUIT","33551703709","(0341)480-4200/(0341)437-1174/(0341)437-1586","fabrica@palao.com.ar","ROSARIO","ROSARIO","SANTA FE","","ESTRUCTURAL","CAPITAL FEDERAL","",""
"12000","SAMDECO SRL","CUIT","30708727934","4752-5036","","","","","","","ZONA NORTE","",""
"12596","SAMJIN ELECTRIC SA. - FORTIS SRL","CUIT","30718215710","[]","","","","","","","","",""
"12532","SAN ANTONIO INTERNACIONAL S.A.","CUIT","30553613147","[]","","","","","","","ZONA TRAFICAÑO","",""
"12531","SAN ANTONONIO INTERNACIONAL S.A.","CUIT","30553613147","","","","","","","","ZONA TRAFICAÑO","",""
"11317","SAN DIEGO SA","CUIT","30547207749","54-341-4922558/9/2776","","","","","","","","",""
"11431","SAN FRANCISCO S.R.L.","CUIT","30550197568","4204-2712/4139-0900/4265-3863","","AVELLANEDA","AVELLANEDA","BUENOS AIRES","","","ZONA SUR","",""
"10320","SAN MIGUEL","CUIT","","(0381)451-2600","","FAMAILLA","FAMAILLA","TUCUMAN","","","CAPITAL FEDERAL","",""
"13064","SAN MIGUEL S.A.","CUIT","30511190238","4721.8300 / 386.346.2500","","","","","BAJA","CONDUCCION","ZONA NORTE","Iglesias Gustavo",""
"10697","SANCHEZ","CUIT","","4382-7662/1700","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12015","SANCHEZ JOSE MARIA","CUIT","20079913511","0351476-8156","","CORDOBA","CAPITAL","CORDOBA","","ESTRUCTURAL","","",""
"10412","SANDOL","CUIT","30505486192","4754-1350/1344","","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"13000","SANSFU S.R.L.","CUIT","30716224631","3986-9986","info@centriacero.com.ar","","","","","","ZONA TRAFICAÑO","",""
"12689","SANTA MARIA (EX ENAP SIPETROL ARGENTINA)","CUIT","30693209273","[]","a.dossantos","","","","","TUBING","ZONA NORTE","Dos Santos Alejandro",""
"10701","SANTA RITA METAL. SA","CUIT","30657362324","4759-6441","","CASEROS","TRES DE FEBRERO","BUENOS AIRES","","","ZONA NORTE","",""
"11506","SANTERO CALDERAS S.A.","CUIT","30717654052","4931 0294 / 0183 15-2866 8485","federicorama@calderassantero.com","","","","","","ZONA TRAFICAÑO","",""
"10949","SANUT S.R.L.","CUIT","30561224621","47554404/02322-428636","","GENERAL SAN MARTIN ,EST.SAN MARTIN","GENERAL SAN MARTIN","BUENOS AIRES","","","ZONA NORTE","",""
"10986","SANVITI JORGE VICTOR","CUIT","20164150217","02362-445445","sanvitijorge@redpower.com.ar","JUNIN","JUNIN","MENDOZA","","","CAPITAL FEDERAL","",""
"11487","SARANDI CONSTRUCCIONES","CUIT","30696027176","4251-7701/4251-7702/15-6391-2166/15-3560-1301","","BERNAL","QUILMES","BUENOS AIRES","","GNC","ZONA SUR","",""
"11957","SARTORE CESAR CARLOS","CUIT","20308083285","03571-15416645","","RIO TERCERO","TERCERO ARRIBA","CORDOBA","","CONDUIT","","",""
"11202","SAVASTA HNOS","CUIT","30630263952","1531551602/1565451191","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"12705","SC CONSTRUCCIONES SRL","CUIT","30709066028","[]","","","","","","","","",""
"11070","SCAUSO SRL","CUIT","30708692448","(0353)453-0088","scausohnos@arnet.com.ar","VILLA MARIA","GENERAL SAN MARTIN","CORDOBA","","ESTRUCTURAL","CAPITAL FEDERAL","",""
"11477","SCHIARRE S.A.","CUIT","30501779705","(03472)42-5061/(03472)42-5062/(03472)42-5063","","","","","","","","",""
"12770","SCHLUMBERGER ARGENTINA S.A","CUIT","30526598780","[]","","","","","","","","",""
"12920","SCHMIDT-OVIEDO SERVICIOS S. A. S.","CUIT","30717985857","[]","","","","","","","","Ramos Gervasio",""
"11507","SCIMACA SA","CUIT","","0341-4623917","","ROSARIO","ROSARIO","SANTA FE","","","","",""
"11903","SCKAL GROUP (OSCAR LASCALA) (CODRA)","CUIT","20115538498","1554514284","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"11542","SCOTTI MARIA EUGENIA","CUIT","27253750567","(0299)155-316-953(MariaEugenia)/(0299)155-027-259(Comercial)","","NEUQUEN","CONFLUENCIA","NEUQUEN","","CILINDRO HIDRAULICO","CAPITAL FEDERAL","",""
"11229","SEABOARD ENERGIAS RENOVABLES Y ALIMENTOS SRL (EX T","CUIT","30501091223","03878-491 600","","ORAN","LEALES","TUCUMAN","","","CAPITAL FEDERAL","",""
"12775","SEAT S.R.L","CUIT","30716216590","[]","","","","","","","","",""
"11742","SEBASTIAN CANAVESIO","CUIT","20273344781","(03533)42-0964","","LAS VARILLAS","SAN JUSTO","CORDOBA","","ESTRUCTURAL","","",""
"12398","SEBASTIAN SAVASTA","CUIT","20319181939","","","","","","","","ZONA SUR","",""
"10339","SEBO EDUARDO","CUIT","20083191237","4652-0539","","TABLADA","LA MATANZA","BUENOS AIRES","","CONDUCCION","ZONA TRAFICAÑO","",""
"10839","SECIN S.A","CUIT","30556399898","4200-4587","","QUILMES","QUILMES","BUENOS AIRES","","GNC","ZONA SUR","",""
"12889","SECMAQ S.R.L","CUIT","30712465774","[]","","","","","","","","",""
"11621","SEDA S.A.","CUIT","30517760397","(0381)423-0747","","SAN MIGUEL DE TUCUMAN ,EST.TUCUMAN","CAPITAL","TUCUMAN","","","CAPITAL FEDERAL","",""
"11711","SEDA S.A.","CUIT","30517760397","(0381)423-0747","","SAN MIGUEL DE TUCUMAN ,EST.TUCUMAN","CAPITAL","TUCUMAN","","","CAPITAL FEDERAL","",""
"12974","SEEPIL VÁLVULAS E EQUIPAMENTOS LTDA","CDI","30620694000120","[]","","","","","","","","",""
"12700","SEFA ACEROS S.A","CUIT","30715623567","[]","","","","","","","","",""
"12191","SEI INGENIERIA SA","CUIT","","(0387)4912678","","GENERAL GUEMES ,EST.GUEMES","GENERAL GUEMES","SALTA","","","","",""
"12211","SEIBO INGENIERIA S.A.","CUIT","30707451706","","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CILINDRO HIDRAULICO","CAPITAL FEDERAL","",""
"11288","SEINTEC S.A. ARGENTINA","CUIT","33694532859","03489-422369//432888/03489-423268","","CAMPANA","CAMPANA","BUENOS AIRES","","","","",""
"12371","SEIRE S.A.","CUIT","30685006924","0237-4858800","","GENERAL RODRIGUEZ","GENERAL RODRIGUEZ","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA OESTE","",""
"11831","SELLOS TERUEL","CUIT","","4652-0539/4652-9188","","","","","","","","",""
"11874","SEMA (CORTADOR)","CUIT","","2062-0482/15-3261-8788CLAUDIO","","","","","","","ZONA TRAFICAÑO","",""
"12892","SENOR","SIN IDENTIFICAR","11.111.113","[]","","","","","","","","",""
"12647","SEPARATION PROCESSES SP","CUIT","30715599232","[]","","","","","","","","",""
"12717","SEPCON DESARROLLOS Y CONSTRUCCIONES S.A","CUIT","30710835914","[]","","","","","","","","",""
"11560","SERCAL","CUIT","33708516959","4765-5458","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12243","SERGIO A. IALLONARDO","CUIT","20242126158","44627002","","VILLA MADERO","LA MATANZA","BUENOS AIRES","","","","",""
"12094","SERGIO GABRIEL STRATTA","CUIT","20290767408","15-6219-4406","","ALDO BONZI","MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"11923","SERGIO GASTON ESTEVEZ","CUIT","20236594751","0261-155158-747","","","","","","CONDUIT","","",""
"11751","SERGIO RODRIGUEZ","CUIT","20162071565","15-6849-9264","","","","","","","","",""
"12216","SERMETAL SRL","CUIT","","","","","","","","","","",""
"12032","SERMICO S.R.L.","CUIT","30707382453","(54381)494-2555TUCUMAN/(54381)494-2712TUCUMAN/0299-5730806NEUQUEN","","ALDERETES","CRUZ ALTA","TUCUMAN","","CILINDRO HIDRAULICO","","",""
"12331","SERRA HNOS SRL","CUIT","33503070389","03537-425971","","BELL VILLE","UNION","CORDOBA","","","","",""
"11626","SERTEC SRL","CUIT","","0264-4273439/154395242","","","","","","CIRCUITO HIDRAULICO","","",""
"11894","SERV. IND. SUR (BENEDEJCIC NAHUEL HERNAN)","CUIT","20388221403","4232-7083/2074-9247","","MONTE GRANDE","ECHEVERRIA","BUENOS AIRES","","ESTRUCTURAL","","",""
"11395","SERVAIND SA","CUIT","30696036809","4363-2300","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10835","SERVAN S.A","CUIT","","4299-6794","rstokl@datamarkets.com.ar","BURZACO","ALMIRANTE BROWN","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA SUR","",""
"12678","SERVICIOS CHIVAS SA","CUIT","30710549008","[]","","","","","","","","",""
"12091","SERVICIOS HLB S.A.","CUIT","30707980865","(0291)4556585","","BAHIA BLANCA","BAHIA BLANCA","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA SUR","",""
"12303","SERVICIOS HLB S.A.","CUIT","30707980865","0291-4556585","","BAHIA BLANCA","BAHIA BLANCA","BUENOS AIRES","","GNC","","",""
"12581","SERVICIOS INDUSTRIALES SUR","CUIT","","[]","","","","","","","","",""
"12673","SERVICIOS INDUSTRIALES Y PETROLEROS","SIN IDENTIFICAR","99999990","[]","","","","","","","","",""
"12620","SERVICIOS LYP SRL","CUIT","30717080366","[]","","","","","","","","",""
"12274","SERVICIOS METALURGICOS SRL","CUIT","30716411164","0381-155548252","","CONCEPCION","CHICLIGASTA","TUCUMAN","","","","",""
"12151","SERVICIOS Y MATERIALES CUYO S.A.","CUIT","30708376198","(0261)4454140","","MENDOZA","CAPITAL","MENDOZA","","CILINDRO HIDRAULICO","","",""
"12142","SERVIN INGENIERIA S.A.","CUIT","30707602712","0291452-8687/0291454-7318/0291456-2608","","BAHIA BLANCA","BAHIA BLANCA","BUENOS AIRES","","CILINDRO HIDRAULICO","","",""
"11216","SERVIPACK S.R.L.","CUIT","30699245565","03482-482220","szamar@servipack.com.ar","AVELLANEDA","AVELLANEDA","BUENOS AIRES","","","ZONA SUR","",""
"11006","SERVITEC","CUIT","30586503320","4622-2512/9619","servitec@servitecsa.com.ar","VILLA MADERO","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"10491","SERVYMAT","CUIT","","4750-5156","","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"10363","SEVEL ARG. S.A.","CUIT","","4734-3130","","VILLA BOSCH ,PDA.JUAN MARIA BOSCH","TRES DE FEBRERO","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA NORTE","",""
"10794","SEVRAN S.A. (EX STOCKL RODOLFO)","CUIT","30707004092","4299-1021/4299-6794/4299-5096","sevran@datamarkets.com.ar","BURZACO","ALMIRANTE BROWN","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA SUR","",""
"12315","SEYCA S.A.S.","CUIT","30716091208","","","","","","","","ZONA NORTE","",""
"11488","SF INYECCION","CUIT","30631466911","4581-6210","","","","","","","","",""
"12001","SG VECTES SRL","CUIT","30714415553","15-6260-2970","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","ZONA NORTE","",""
"10853","SGNC S","CUIT","","","","","","","","","","",""
"12592","SHELL","CUIT","","[]","","","","","","","","",""
"10523","SHELL CIA ARGENTINA DE PETROLEO S A (RAIZEN)","CUIT","30506726804","4130-2000/5030-3348/5030-3212","","AVELLANEDA","AVELLANEDA","BUENOS AIRES","","GNC","ZONA SUR","",""
"11085","SHIMEQ DE JOSE SCHMIDT S.R.L.","CUIT","30708030630","4848-1754/4769-2554","shimeq@prensasshimeq.com.ar","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"12659","SIAM ARCON","CUIT","30716659883","[]","","","","","","","","",""
"12672","SIC TEC SA","CUIT","30707848851","[]","","","","","","","","",""
"11076","SICA METALURGICA ARGENTINA S.A.","CUIT","30686979721","03496-424 242","sicacompras@sica.com.ar","ESPERANZA","LAS COLONIAS","SANTA FE","","CILINDRO HIDRAULICO","CAPITAL FEDERAL","",""
"12928","SIDEM INDUSTRIAL S.R.L.","CUIT","33718377779","[]","","NEUQUEN","NEUQUEN","NEUQUEN","","","","",""
"10859","SIDEMET CAÑOS S.R.L.","CUIT","30708599669","0221-5881133","","LA PLATA","LA PLATA","BUENOS AIRES","BAJA","CILINDRO HIDRAULICO","CAPITAL FEDERAL","",""
"11215","SIDERAR SAIC","CUIT","30516888241","03461-438871/438049","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12924","SIDERCAM S.A","CUIT","30710301669","[]","","NEUQUEN","NEUQUEN","NEUQUEN","","","","",""
"11052","SIDERITAS S.A.","CUIT","30709171166","4246-9555(Suipacha1631)/4201-8113(Lamadrid227)/4222-1731/4222-3576","roberto_sideritas@yahoo.com.ar","AVELLANEDA","AVELLANEDA","BUENOS AIRES","","","ZONA SUR","",""
"11335","SIDERNOA SRL","CUIT","","(0381)-4330736","sidernoa@sidernoa.com.ar","","","","","","","",""
"10364","SIDERTEX S.A.","CUIT","30604178009","02302-424662/424652","","GENERAL PICO","MARACO","LA PAMPA","","","CAPITAL FEDERAL","",""
"11702","SIER (SUMINISTROS IND ENTRE RIOS)","CUIT","","(0343)424-8132","","PARANA","PARANA","ENTRE RIOS","","","CAPITAL FEDERAL","",""
"12070","SIKER RETENES","CUIT","","3514516865","","CORDOBA","CAPITAL","CORDOBA","","","","",""
"13001","SILBRO INDUSTRIAS S.R.L.","CUIT","30708541075","15 40751136 / 15 62879240","info@silbro.com.ar","","","","","","ZONA TRAFICAÑO","",""
"11547","SILBRO SRL","CUIT","","4738-2851","","","","","","","ZONA NORTE","",""
"11305","SILCAB S.H. DE SILVA FRANCISCO Y CABALLERO ARMANDO","CUIT","30547712087","4699-8771","","TABLADA","LA MATANZA","BUENOS AIRES","","PARA CAMISAS","ZONA OESTE","",""
"10338","SILENTEC (EX PLASGOMIC)","CUIT","","4766-6693/155064-5694","","VILLA ADELINA","SAN ISIDRO","BUENOS AIRES","","CONDUCCION","ZONA NORTE","",""
"10146","SILMEC AUT.","CUIT","30622166107","4714-4369","","VICTORIA","VICTORIA","ENTRE RIOS","","CIRCUITO HIDRAULICO","ZONA NORTE","",""
"10209","SILMET-GOM S.A.","CUIT","30710367058","4298-3735","","TURDERA","LOMAS DE ZAMORA","BUENOS AIRES","","CONDUCCION","ZONA SUR","",""
"12707","SILVA HNOS Y RODRIGUEZ SA","CUIT","30634817766","[]","","","","","","","ZONA SUR","",""
"10413","SILVESTRINI FABRIS","CUIT","30598960093","4922-89984923-4344","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12458","SIMACH S.R.L.","CUIT","30714074136","(3476)447878Int:2242","","SAN LORENZO","SAN LORENZO","SANTA FE","","CILINDRO HIDRAULICO","","",""
"12968","SIMES S.A.","CUIT","30522167475","4125308/4126073","info@simes-sa.com.ar","","","","","","ZONA TRAFICAÑO","",""
"10026","SIMETRA SERVICE S.R.L.","CUIT","30707184996","0299-4413075","info@simetra.com.ar","NEUQUEN","CONFLUENCIA","NEUQUEN","","CILINDRO HIDRAULICO","","",""
"11671","SIMONENCO E HIJOS CONSTRUCCIONES SRL","CUIT","30708695951","4720-4080","","VILLA BALLESTER","GRL.SAN MARTIN","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA NORTE","",""
"11528","SIMPLEMAK","CUIT","","02473-431065","","COLON","COLON","BUENOS AIRES","","","","",""
"12287","SIMPLOT ARGENTINA SRL","CUIT","30710920075","[]","","LUJAN DE CUYO","LUJAN DE CUYO","MENDOZA","","","","",""
"12805","SINERCOM SRL","CUIT","30714264164","[]","contacto@sinercom.ar","","","","","","","",""
"12491","SINFINES CARDINALI S.R.L","CUIT","30715879316","03465-420777/426831","","FIRMAT","GENERAL LOPEZ","SANTA FE","","GNC","","",""
"11135","SINGAY(CARLOS MONCHAMP)","CUIT","","","","","","","","","","",""
"10752","SINTERMETAL S.A.I.C.","CUIT","","4630-9180","hvecchio@sintermetal-saic","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CONDUCCION","CAPITAL FEDERAL","",""
"10698","SINTEVAC S.A.I.C.I.F","CUIT","","4749-3341","","TIGRE","TIGRE","BUENOS AIRES","","","ZONA NORTE","",""
"11709","SIP SRL","CUIT","33572167599","0261-431-8722","","MAIPU","MAIPU","MENDOZA","","","","",""
"11227","SIR SRL","CUIT","30628336845","(0341)482-2062/(0341)481-7243/(0341)485-2673","sir@sirsrl.com.ar","ROSARIO","ROSARIO","SANTA FE","","","CAPITAL FEDERAL","",""
"11833","SIRPLASTIC SRL","CUIT","30663064076","4919-2332/0088","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12725","SISCON INDUSTRY SRL","CUIT","30709816361","[]","a.dossantos","","","","","","","",""
"12904","SISTCON S.A.","CUIT","30708525908","[]","","","","","","","","",""
"11869","SISTEMAS DE FIJACIONES S.A.","CUIT","","4249-4474","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"11095","SISTEMAS H.G.C. S.R.L.","CUIT","30696293216","4722-0988","","VILLA BALLESTER","GRL.SAN MARTIN","BUENOS AIRES","","","ZONA NORTE","",""
"12040","SIT S.A. (SERVICIOS INGENIERIA DE TALLER)","CUIT","30585134607","4714-3844","","VICTORIA","SAN FERNANDO","BUENOS AIRES","","CONDUCCION","ZONA NORTE","",""
"10304","SITEC S.R.L.","CUIT","30641898461","0054-11-4932-4843 o 5247 0054-351-424-1840 o 425-5501","","CORDOBA","CAPITAL","CORDOBA","","","CAPITAL FEDERAL","",""
"11432","SKF ARGENTINA","CUIT","30525479591","0341-465-5777","","ROSARIO","ROSARIO","SANTA FE","","ESTRUCTURAL","","",""
"12012","SL NATURAL S.R.L.","CUIT","30709803146","03476528931/03476434306/03476434307","","SAN LORENZO","SAN LORENZO","SANTA FE","","","","",""
"11408","SLS AGROPARTES","CUIT","","03533-494006","","","","","","","","",""
"12356","SMART ARGENTINA SA","CUIT","30715458973","","","VILLA BALLESTER","GRL.SAN MARTIN","BUENOS AIRES","","","","",""
"10471","SMC ARGENTINA","CUIT","","4555-5762","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","ESTRUCTURAL","CAPITAL FEDERAL","",""
"12895","SOCIEDAD COMERCIAL E INDUSTRIAL TERMIA LIMITADA","CI EXTRANJERA","760147214","[]","m.recalde","","","","","","","",""
"12802","SOCIEDAD ESCOLAR ALEMANA VILLA BALLESTER","CUIT","30527260880","5274-5006","","","","","","PARA CALDERAS","","",""
"12777","SOCOTHERM AMERICAS SA","CUIT","30634873542","[]","","","","","","","","",""
"11103","SOIME S.R.L.","CUIT","30674526357","(0341)491-8600/(0341)491-8639","info@soime.com.ar","FRAY LUIS BELTRAN ,EST.TTE.CNL.L.BELTRAN","SAN LORENZO","SANTA FE","","GNC","CAPITAL FEDERAL","",""
"10847","SOIMET SAIC","CUIT","30516627871","4205-1420","","SARANDI","AVELLANEDA","BUENOS AIRES","","","ZONA SUR","",""
"11435","SOKRAM S.A.","CUIT","30707779302","15-54149153","","SAN FERNANDO","SAN FERNANDO","BUENOS AIRES","","","","",""
"11989","SOL ACCESORIOS (CAMPORA BARBOZA PABLO RICARDO)","CUIT","20312355370","1521806101/1536065132","","TABLADA","LA MATANZA","BUENOS AIRES","","","ZONA OESTE","",""
"12747","SOL INGENIERIA SRL","CUIT","30625804988","0341 422-5169","a.dossantos","","","","","","","",""
"12325","SOLA Y BRUSA S.A.","CUIT","30506133730","(0342)4930141","","FRANCK","LAS COLONIAS","SANTA FE","","","","",""
"12632","SOLCAN SRL","CUIT","30709184284","[]","","BARISSO","BERISSO","BUENOS AIRES","","","ZONA SUR","",""
"11340","SOLEMAR ALIMENTARIA SA","CUIT","30709194506","2946494100","","","","","","","","",""
"10878","SOLIZ CARLOS GABRIEL (SERVIGAS )","CUIT","","0261-4370221","","MENDOZA","CAPITAL","MENDOZA","","","CAPITAL FEDERAL","",""
"12433","SOLMET TECHNOLOGIES S.A.S","CUIT","30716811448","3683-8460","","SPEGAZZINI, CARLOS","ESTEBAN ECHEVERRIA","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA SUR","",""
"11481","SOLUCIONES MRO","CUIT","","4016-5510","","","","","","ESTRUCTURAL","","",""
"10162","SOME S.R.L. (EX DIPRA)","CUIT","30602647583","4262-9800/4262-5834","dipra@escape.com.ar","LANUS","LANUS","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA SUR","",""
"11197","SOMET S.A.","CUIT","30555746772","(02604)42-9994/(02604)42-0135","metalurgica@sometsa.com","SAN RAFAEL","SAN RAFAEL","MENDOZA","","GNC","CAPITAL FEDERAL","",""
"10699","SOMIR","CUIT","","4208-5630","","","","","","","ZONA SUR","",""
"10890","SOMOL S.H.","CUIT","","4699-3190","","","","","","","","",""
"10437","SONIA BEATRIZ GUTIERREZ","CUIT","27087813644","4450-9279","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CONDUIT","CAPITAL FEDERAL","",""
"11782","SONNOS SA","CUIT","30709172715","4651-4692INT101","","RAMOS MEJIA","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"11474","SOPORTES SRL","CUIT","30709787930","0358-155-810-811","","SANTIAGO DEL ESTERO","CAPITAL","SANTIAGO DEL ESTERO","","","","",""
"11083","SORIN DANIEL E HIJOS S.R.L.","CUIT","30691291282","03484-461953/462791/0111558961086","pablo@sorinbolsas.com.ar","PILAR","LAS COLONIAS","SANTA FE","","","ZONA NORTE","",""
"12182","SORRENTO MAQUINARIAS SRL","CUIT","","(0341)3177700","","ALVEAR","ROSARIO","SANTA FE","","","","",""
"11438","SOSA RAUL CARLOS (CRUCECOR)","CUIT","20125098097","(0351)424-4152/(0351)422-3461/(0351)423-6731","","CORDOBA","CAPITAL","CORDOBA","","","","",""
"12548","SOSADASS SRL","CUIT","30717375021","","","BERISSO ,EMB.","GUALEGUAYCHU","ENTRE RIOS","","","","",""
"13029","SOSURVA S.A","CUIT","30716782197","5340 1033","","","","","","PARA CALDERAS","","",""
"12681","SOUTHERN SEEDS PRODUCTION S.A","CUIT","30708026669","[]","","","","","","","","Benitez Enzo",""
"12441","SOUTO CRISTOPHER EMMANUEL","CUIT","20347998711","116867-4207","","DERQUI, MANUEL","EMPEDRADO","CORRIENTES","","","","",""
"10289","SOVEMA S.A.","CUIT","30548406982","4767-0112","sovema@cvtci.com.ar","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"11100","SPANO GREGORIO RODOLFO","CUIT","","","","","","","","","","",""
"12679","SPARK ENERGY SOLUTIONS S.A.","CUIT","30716507137","[]","","","","","","","","",""
"12841","SPECFLOW SPA","CI EXTRANJERA","773328676","[]","m.recalde","","","","","","","",""
"12378","SPEED REPRESENTACIONES BOLIVIA","CUIT","","591-7988-7842","","","","","","GNC","","",""
"10700","SPINELLI FRANCISCO","CUIT","20042957233","4911-0246","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"11660","SPINELLI NORBERTO CEFERINO","CUIT","20201429111","(0341)471-7145---(0341)422-5733---","","","","","","","","",""
"11463","SPORT GUNS","CUIT","20216243235","4281-8475","","","","","","","","",""
"12930","SQ ENERGIAS","SIN IDENTIFICAR","76.093.073-3","[]","m.recalde","","","","","PARA CALDERAS","","",""
"10128","STACO S.R.L.","CUIT","30560328628","4753-1971/4754-1101","","CASEROS","TRES DE FEBRERO","BUENOS AIRES","MEDIA","","ZONA NORTE","",""
"13053","STARA ARGENTINA S.A.","CUIT","30712354204","+54 341 2549575","","","","","","","","",""
"12485","STATIC AND ROTATIVE TECHNOLOGIES S.A.S","SIN IDENTIFICAR","9012523788","573212424111","","","","","","","","",""
"10702","STEFANI LUCIANO","CUIT","33504876999","4752-5192","","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"10213","STEIN FERROALEACIONES SACIFA","CUIT","30556834128","0261-4986238/39/40","","LUJAN DE CUYO","LUJAN DE CUYO","MENDOZA","","PARA CAMISAS","CAPITAL FEDERAL","",""
"10989","STEMA S.A.","CUIT","30505326721","4709-9210/1070","compras@betamotor.com.ar","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"10207","STENCAR","CUIT","27153065891","0351-4550934","","SAN VICENTE","CRUZ ALTA","TUCUMAN","","CONDUCCION","CAPITAL FEDERAL","",""
"11027","STENCAR DE ADRIAN GIACOMELLI","CUIT","20241201776","0351-4550934","stencar2000@hotmail.com","SAN VICENTE","CRUZ ALTA","TUCUMAN","","","CAPITAL FEDERAL","",""
"12934","STOCCO HERMANOS S.A.","CUIT","30709829471","4755-5661 11 3067 9229","info@stoccohnos.com.ar","","","","","","ZONA SUR","",""
"10129","STOCCO HNOS","CUIT","30517517972","4755-4250/0850/56614753-0933","","SAN MARTIN","CAPAYAN","CATAMARCA","","GNC","ZONA NORTE","",""
"10365","STOCKL RODOLFO FRANCISCO","CUIT","20051783264","4299-1021/5096","","BURZACO","ALMIRANTE BROWN","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA SUR","",""
"13027","STROTECH SAS","SIN IDENTIFICAR","901252378-8","[]","","","","","","","","Errandonea Sebastian",""
"11381","SU SERVICIO S.A.","CUIT","30709432733","(03487)44-0044","","","","","","","","",""
"12345","SUAREZ CARLOS OSCAR","CUIT","20259232008","0381-4292120/3816298227","","","","","","","","",""
"11087","SUCESORES DE HUGO ANTONIO VALOTTO","CUIT","20065023769","0351-4517015","","CORDOBA","CAPITAL","CORDOBA","","","CAPITAL FEDERAL","",""
"10703","SUCESORES DE WALTER J. CROCCI","CUIT","30517796561","03476-422241/424324","","SANTA FE","LA CAPITAL","SANTA FE","","","CAPITAL FEDERAL","",""
"10444","SUCHOWIERCHA TEODORO","CUIT","20152234334","4651-5098","","TABLADA","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"12525","SUCROALCOHOLERA DEL SUR S.A.(ING. LA CORONA)","CUIT","30715098551","1","","","","","","","","",""
"10254","SUINCO S.R.L.","CUIT","30589478696","0385-4370069","","LA BANDA","BANDA","SANTIAGO DEL ESTERO","","","CAPITAL FEDERAL","",""
"11899","SULAN SRL","CUIT","30711260540","15-5240-4921","","CASEROS","TRES DE FEBRERO","BUENOS AIRES","","","","",""
"12814","SULLAIR ARGENTINA S.A","CUIT","30576721710","[]","","","","","","","","Benitez Enzo",""
"10245","SULVAT S.R.L.","CUIT","30619572595","0249-4453077","","TANDIL","TANDIL","BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12583","SULZER","CUIT","","[]","","","","","","","","",""
"10704","SUMI S.R.L.","CUIT","","4753-48794752-9577","","SAN ANDRES","CRUZ ALTA","TUCUMAN","","","ZONA NORTE","",""
"11205","SUMIN S.R.L.","CUIT","30715922750","(0299)-156275015/(0299)-156255305","","NEUQUEN","CONFLUENCIA","NEUQUEN","","CILINDRO HIDRAULICO","CAPITAL FEDERAL","",""
